PosX,PosY,PosZ,Orientation X,Orientation Y,Orientation Z,SessionID,PlayerID,DateTime,
40.05029,0.4899998,-1.516354,17.11402,104.5238,-1.339994E-06,79870,97833,21/12/2020 13:09:22,
41.08735,0.4899999,-1.556567,15.71304,87.79538,1.773835E-06,79870,97833,21/12/2020 13:09:22,
42.1168,0.4899999,-1.404431,13.29736,77.61018,-1.535265E-06,79870,97833,21/12/2020 13:09:22,
43.15542,0.49,-1.167952,12.80661,76.1172,-1.094443E-06,79870,97833,21/12/2020 13:09:23,
43.92069,1.242,-0.9637585,12.22439,73.32791,2.183953E-07,79870,97833,21/12/2020 13:09:23,
44.67889,1.998,-0.7093324,11.519,67.78994,9.802388E-07,79870,97833,21/12/2020 13:09:23,
45.54959,2.538,-0.3058157,10.84341,63.29092,-7.06302E-07,79870,97833,21/12/2020 13:09:23,
46.54848,2.626001,0.2007686,10.65451,63.01879,-4.886724E-07,79870,97833,21/12/2020 13:09:23,
47.40376,2.338001,0.6367631,10.61756,62.6258,5.429036E-08,79870,97833,21/12/2020 13:09:23,
48.24506,1.762001,1.098806,10.09836,59.18689,-1.897018E-07,79870,97833,21/12/2020 13:09:23,
48.92977,1.062001,1.512536,9.736841,58.34119,-8.121113E-08,79870,97833,21/12/2020 13:09:23,
49.60521,0.1620014,1.941149,9.408983,55.6272,6.08496E-07,79870,97833,21/12/2020 13:09:23,
50.35803,0.04127622,2.672974,7.072566,46.62049,3.226199E-07,79870,97833,21/12/2020 13:09:24,
51.02628,0.3660209,3.353056,6.962155,46.90497,-5.375723E-08,79870,97833,21/12/2020 13:09:24,
51.81363,0.6949548,4.121708,7.030775,48.30936,0,79870,97833,21/12/2020 13:09:24,
52.60767,0.7464421,4.814041,6.939615,53.10084,2.956506E-07,79870,97833,21/12/2020 13:09:24,
53.48753,0.8011681,5.399205,6.847055,61.24826,-1.048011E-06,79870,97833,21/12/2020 13:09:24,
54.42552,0.7640603,5.865424,6.697896,65.88851,3.760928E-07,79870,97833,21/12/2020 13:09:25,
55.38654,0.6883786,6.296838,5.967927,67.71157,1.073033E-07,79870,97833,21/12/2020 13:09:25,
56.37197,0.6542821,6.69213,4.184889,68.86298,1.605105E-07,79870,97833,21/12/2020 13:09:25,
57.35822,0.6930019,7.130824,6.817091,63.55059,-1.880928E-07,79870,97833,21/12/2020 13:09:25,
58.30631,0.6945187,7.607101,7.613182,63.36384,5.383541E-08,79870,97833,21/12/2020 13:09:25,
59.29288,0.5892917,7.895349,8.051094,64.84215,5.928123E-07,79870,97833,21/12/2020 13:09:26,
60.29347,0.468026,7.709946,9.945502,49.25317,-1.191849E-06,79870,97833,21/12/2020 13:09:26,
61.04714,0.3552959,8.361644,10.18322,46.74131,2.168595E-07,79870,97833,21/12/2020 13:09:26,
61.79945,0.06467241,8.981035,10.23314,46.67102,-8.133508E-07,79870,97833,21/12/2020 13:09:26,
62.56339,-0.0649299,9.669951,10.24362,41.3908,0,79870,97833,21/12/2020 13:09:27,
63.14351,0.4592913,10.38973,10.14795,34.77282,2.168356E-07,79870,97833,21/12/2020 13:09:27,
63.59709,1.259291,11.04871,10.12511,34.37402,-2.168201E-07,79870,97833,21/12/2020 13:09:27,
64.13882,1.871292,11.84126,10.11689,34.342,-2.168146E-07,79870,97833,21/12/2020 13:09:27,
64.77003,2.039292,12.76645,10.16238,34.07634,0,79870,97833,21/12/2020 13:09:27,
65.39108,1.731292,13.69848,10.27894,32.94836,-2.169249E-07,79870,97833,21/12/2020 13:09:27,
65.90104,1.155293,14.51177,10.40864,30.83142,0,79870,97833,21/12/2020 13:09:27,
66.29277,0.4552926,15.20911,10.79575,26.57692,0,79870,97833,21/12/2020 13:09:27,
66.70469,0.2780192,16.18682,11.16425,20.38812,-4.35121E-07,79870,97833,21/12/2020 13:09:28,
67.05746,0.2770545,17.1611,11.80157,18.83296,-2.180526E-07,79870,97833,21/12/2020 13:09:28,
67.39175,0.3397449,18.12602,12.33611,16.94995,0,79870,97833,21/12/2020 13:09:28,
67.4857,0.3877453,19.13926,12.65803,347.8583,-4.375206E-07,79870,97833,21/12/2020 13:09:29,
67.30032,0.5508041,20.16333,12.64864,347.9568,-4.375045E-07,79870,97833,21/12/2020 13:09:29,
67.11761,0.6896318,21.18839,12.64668,348.6106,-4.375011E-07,79870,97833,21/12/2020 13:09:30,
66.95587,0.7669586,22.22802,12.4616,352.5894,0,79870,97833,21/12/2020 13:09:30,
66.84364,0.7331883,23.27348,12.37531,356.7196,8.740832E-07,79870,97833,21/12/2020 13:09:30,
66.80162,0.7250626,24.33642,12.14728,0.3619629,0,79870,97833,21/12/2020 13:09:30,
66.94631,0.5801109,25.45623,10.90632,3.909365,4.347392E-07,79870,97833,21/12/2020 13:09:30,
67.4539,0.4570978,26.43793,9.98665,20.04521,0,79870,97833,21/12/2020 13:09:31,
68.39857,0.8730831,26.36823,14.47646,96.03802,1.763539E-06,79870,97833,21/12/2020 13:09:31,
68.76266,0.5592574,25.3979,19.36892,148.9446,9.049939E-07,79870,97833,21/12/2020 13:09:31,
68.26431,0.4535054,24.48951,19.0339,169.8024,0,79870,97833,21/12/2020 13:09:31,
67.77254,0.4702036,23.58321,18.62561,170.8375,0,79870,97833,21/12/2020 13:09:31,
67.90811,0.5342474,22.53385,17.0775,171.2656,-8.93154E-07,79870,97833,21/12/2020 13:09:31,
68.04513,0.4998823,21.48952,15.30543,173.8481,4.425843E-07,79870,97833,21/12/2020 13:09:32,
68.08816,1.214513,20.55255,12.83597,182.4794,0,79870,97833,21/12/2020 13:09:32,
68.0351,1.950513,19.75438,10.32688,184.7458,0,79870,97833,21/12/2020 13:09:32,
67.95374,2.442513,18.79783,9.439489,184.928,8.654928E-07,79870,97833,21/12/2020 13:09:32,
67.85741,2.478514,17.68198,9.191833,184.9367,0,79870,97833,21/12/2020 13:09:32,
67.77444,2.166514,16.72558,8.906135,185.0349,4.320964E-07,79870,97833,21/12/2020 13:09:32,
67.68695,1.566514,15.76958,7.748612,185.6169,0,79870,97833,21/12/2020 13:09:32,
67.60609,0.8465145,14.97367,7.118379,186.0596,2.151014E-07,79870,97833,21/12/2020 13:09:32,
67.53926,0.5307122,13.94958,3.913655,180.0673,0,79870,97833,21/12/2020 13:09:33,
67.53732,0.5858555,12.90777,3.363653,179.9377,-1.069059E-07,79870,97833,21/12/2020 13:09:33,
67.54463,0.6185788,11.84975,3.328622,179.2778,1.069021E-07,79870,97833,21/12/2020 13:09:33,
67.56441,0.4518158,10.81129,3.324334,179.2077,0,79870,97833,21/12/2020 13:09:33,
67.58525,0.3101478,9.773756,3.323436,179.0061,-1.069015E-07,79870,97833,21/12/2020 13:09:33,
67.59924,0.3696727,8.718327,3.323251,178.9935,-1.069015E-07,79870,97833,21/12/2020 13:09:33,
67.61001,0.4581457,7.671207,3.323214,178.9932,0,79870,97833,21/12/2020 13:09:34,
68.02493,1.011042,6.741424,3.323208,178.9932,-1.069015E-07,79870,97833,21/12/2020 13:09:34,
68.60047,1.811042,6.185766,3.323209,178.9932,0,79870,97833,21/12/2020 13:09:34,
68.65282,2.467042,5.23054,3.323207,178.9932,0,79870,97833,21/12/2020 13:09:34,
68.6725,2.683043,4.110713,3.323204,178.9932,-1.069015E-07,79870,97833,21/12/2020 13:09:34,
68.69218,2.431043,2.990885,3.323205,178.9932,-1.069015E-07,79870,97833,21/12/2020 13:09:34,
68.70905,1.903043,2.031033,3.323208,178.9932,-1.069015E-07,79870,97833,21/12/2020 13:09:34,
68.72311,1.243043,1.231157,3.323208,178.9932,-1.069015E-07,79870,97833,21/12/2020 13:09:34,
68.7457,1.154216,0.1975412,3.323208,178.9932,-1.069015E-07,79870,97833,21/12/2020 13:09:35,
68.76853,1.787885,-0.5945444,3.323208,178.9932,-1.069015E-07,79870,97833,21/12/2020 13:09:35,
68.79192,2.437152,-1.406129,3.323212,178.9932,-2.138029E-07,79870,97833,21/12/2020 13:09:35,
68.81596,3.104083,-2.239792,3.323205,178.9932,-1.069015E-07,79870,97833,21/12/2020 13:09:35,
68.84378,3.767958,-3.069636,3.347845,178.3756,0,79870,97833,21/12/2020 13:09:36,
68.841,4,-4.130628,4.587588,187.6723,1.070647E-07,79870,97833,21/12/2020 13:09:36,
69.65412,3.983405,-3.385983,22.79858,27.54805,4.630647E-07,79870,97833,21/12/2020 13:09:37,
70.24506,3.982686,-2.479079,21.82384,26.30189,0,79870,97833,21/12/2020 13:09:38,
70.70357,3.982686,-1.527666,21.41259,25.75245,0,79870,97833,21/12/2020 13:09:38,
70.74221,3.982686,-0.5011162,21.39477,25.7308,-9.169624E-07,79870,97833,21/12/2020 13:09:38,
70.41153,3.982686,0.5087892,21.39386,25.73011,0,79870,97833,21/12/2020 13:09:38,
70.69932,3.982686,1.510252,21.39378,25.73009,0,79870,97833,21/12/2020 13:09:38,
71.13811,3.982686,2.468976,21.39376,25.73009,0,79870,97833,21/12/2020 13:09:38,
70.96351,3.982686,3.496635,21.39376,25.73008,0,79870,97833,21/12/2020 13:09:38,
70.61208,3.982686,4.501877,21.39376,25.73009,0,79870,97833,21/12/2020 13:09:38,
70.26133,3.982685,5.505125,21.39377,25.73008,0,79870,97833,21/12/2020 13:09:39,
70.33762,3.982686,6.523317,21.39376,25.73009,0,79870,97833,21/12/2020 13:09:39,
70.79566,3.982686,7.473475,21.39375,25.87515,0,79870,97833,21/12/2020 13:09:39,
71.26996,3.982686,8.4211,21.42169,31.07226,1.375697E-06,79870,97833,21/12/2020 13:09:39,
71.16803,3.982686,7.301605,22.00741,100.5671,0,79870,97833,21/12/2020 13:09:40,
70.95599,3.982686,6.314428,23.99769,82.87399,-1.401832E-06,79870,97833,21/12/2020 13:09:41,
71.17014,5.062685,6.22245,24.22149,82.6493,-2.808569E-06,79870,97833,21/12/2020 13:09:41,
71.89216,5.918686,6.315592,24.22279,82.64931,-9.361994E-07,79870,97833,21/12/2020 13:09:41,
72.95535,6.194686,6.452746,24.22303,82.64932,-1.404302E-06,79870,97833,21/12/2020 13:09:41,
74.00664,5.970686,6.588366,24.22311,82.64928,-1.404303E-06,79870,97833,21/12/2020 13:09:41,
74.68105,5.234686,6.675366,24.22313,82.64929,-2.340505E-06,79870,97833,21/12/2020 13:09:42,
74.77031,4.170687,6.686881,24.22313,82.64929,-2.340505E-06,79870,97833,21/12/2020 13:09:42,
75.80596,4,6.686881,23.94557,85.80881,-2.335442E-06,79870,97833,21/12/2020 13:09:42,
76.84989,4,6.686881,23.58761,86.49837,4.658052E-07,79870,97833,21/12/2020 13:09:43,
77.89381,4,6.686881,23.58112,86.49861,-2.328911E-06,79870,97833,21/12/2020 13:09:43,
78.46957,4.92,6.693721,23.58104,86.49862,4.657819E-07,79870,97833,21/12/2020 13:09:43,
78.97263,5.868,6.724502,23.58104,86.49862,0,79870,97833,21/12/2020 13:09:44,
80.02666,6.3,6.788994,23.58104,86.49862,0,79870,97833,21/12/2020 13:09:44,
81.09466,6.048,6.854342,23.58104,86.49862,0,79870,97833,21/12/2020 13:09:44,
82.00623,6.734685,6.868561,33.69005,90.07445,-1.026108E-06,79870,97833,21/12/2020 13:09:45,
82.72623,7.494685,6.867625,33.69006,90.07446,2.052216E-06,79870,97833,21/12/2020 13:09:45,
83.68623,8.142686,6.866377,33.69006,90.07446,2.052216E-06,79870,97833,21/12/2020 13:09:45,
84.64623,8.502686,6.865129,33.69006,90.07446,2.052216E-06,79870,97833,21/12/2020 13:09:46,
85.76624,8.550686,6.863674,33.69005,90.07445,-1.026108E-06,79870,97833,21/12/2020 13:09:46,
86.88623,8.214686,6.862218,33.69006,90.07446,2.052216E-06,79870,97833,21/12/2020 13:09:46,
87.84623,7.614686,6.86097,33.69006,90.07446,2.052216E-06,79870,97833,21/12/2020 13:09:46,
88.64623,6.894686,6.859931,33.69005,90.07445,-1.026108E-06,79870,97833,21/12/2020 13:09:46,
89.44623,5.974686,6.858891,33.69005,90.07446,2.052216E-06,79870,97833,21/12/2020 13:09:46,
90.08623,5.094687,6.858059,33.69005,90.07445,-1.026108E-06,79870,97833,21/12/2020 13:09:46,
90.72623,4.086687,6.857227,33.69005,90.07445,-1.026108E-06,79870,97833,21/12/2020 13:09:46,
91.92093,3.980755,6.855674,33.67154,89.86954,-2.051774E-06,79870,97833,21/12/2020 13:09:47,
90.90788,3.979609,7.369607,14.89418,286.5994,0,79870,97833,21/12/2020 13:09:48,
89.86583,4.178611,7.606043,16.48219,273.4415,1.33554E-06,79870,97833,21/12/2020 13:09:48,
89.06682,5.058611,7.591566,17.73967,265.6531,-4.481982E-07,79870,97833,21/12/2020 13:09:48,
88.26953,5.698611,7.525795,18.15265,265.0216,1.347738E-06,79870,97833,21/12/2020 13:09:48,
87.34308,6.070611,7.444608,18.30122,264.9708,-4.496296E-07,79870,97833,21/12/2020 13:09:48,
86.43657,5.606612,7.364978,18.35114,264.9684,0,79870,97833,21/12/2020 13:09:48,
86.27718,4.490612,7.350945,18.35365,264.9684,0,79870,97833,21/12/2020 13:09:49,
85.82294,3.386612,7.310951,18.35396,264.9684,-4.497667E-07,79870,97833,21/12/2020 13:09:49,
85.36073,2.490613,7.270256,18.35401,264.9684,-2.698601E-06,79870,97833,21/12/2020 13:09:49,
84.77101,1.466613,7.218334,18.35403,264.9684,1.349301E-06,79870,97833,21/12/2020 13:09:49,
84.2089,0.2933817,7.162203,18.35405,264.9684,1.349301E-06,79870,97833,21/12/2020 13:09:49,
92,5,7,18.35405,264.9684,8.99534E-07,79870,97833,21/12/2020 13:09:51,
92,3.992,7,18.35404,264.9684,8.995339E-07,79870,97833,21/12/2020 13:09:52,
90.95797,3.979666,7.009147,18.40002,270.5029,-4.498868E-07,79870,97833,21/12/2020 13:09:54,
90.158,4.899666,7.016169,18.40002,270.5029,-4.498868E-07,79870,97833,21/12/2020 13:09:54,
89.35803,5.619666,7.023191,18.40002,270.5029,-4.498868E-07,79870,97833,21/12/2020 13:09:54,
88.39806,6.219666,7.031618,18.40003,270.5029,4.498869E-07,79870,97833,21/12/2020 13:09:54,
87.4381,6.531666,7.040044,18.40004,270.5029,8.997739E-07,79870,97833,21/12/2020 13:09:54,
86.31815,6.523666,7.049875,18.40002,270.5029,-4.498868E-07,79870,97833,21/12/2020 13:09:54,
85.35818,6.211667,7.058301,18.40003,270.5029,-2.249434E-06,79870,97833,21/12/2020 13:09:54,
84.39822,5.611667,7.066728,18.40002,270.5029,-4.498868E-07,79870,97833,21/12/2020 13:09:54,
83.59825,4.891666,7.07375,18.40002,270.5029,-4.498868E-07,79870,97833,21/12/2020 13:09:54,
82.79828,4,7.080772,18.40002,270.5029,0,79870,97833,21/12/2020 13:09:55,
82.9231,5.08,7.09444,18.40002,270.5029,-4.498868E-07,79870,97833,21/12/2020 13:09:55,
82.18594,5.936328,7.101321,18.40002,270.5029,0,79870,97833,21/12/2020 13:09:55,
81.08999,6.152328,7.110941,18.40002,270.5029,-4.498868E-07,79870,97833,21/12/2020 13:09:56,
80.08958,5.982686,7.119723,18.40003,270.5029,-2.249434E-06,79870,97833,21/12/2020 13:09:56,
80.56779,5.982686,8.019989,18.40003,270.5029,4.498869E-07,79870,97833,21/12/2020 13:09:57,
79.49731,6.324217,8.289322,18.40003,270.5029,-2.249434E-06,79870,97833,21/12/2020 13:09:58,
78.69734,7.164217,8.296344,18.40002,270.5029,-1.34966E-06,79870,97833,21/12/2020 13:09:58,
77.89738,7.804217,8.303366,18.40002,270.5029,-4.498868E-07,79870,97833,21/12/2020 13:09:58,
76.93742,8.308218,8.311792,18.40002,270.5029,-4.498868E-07,79870,97833,21/12/2020 13:09:58,
75.81746,8.524218,8.321623,18.40001,270.4029,-1.34966E-06,79870,97833,21/12/2020 13:09:59,
74.69804,8.356217,8.298284,18.40004,264.8411,-8.997739E-07,79870,97833,21/12/2020 13:09:59,
73.7557,7.900218,8.127446,18.64692,249.8588,-2.027416E-06,79870,97833,21/12/2020 13:09:59,
72.9069,7.156218,7.685324,19.73303,235.1139,-1.700697E-06,79870,97833,21/12/2020 13:09:59,
72.27488,6.316218,7.195551,20.48252,229.5898,2.278482E-07,79870,97833,21/12/2020 13:09:59,
71.78964,5.500218,6.778251,20.69792,229.0458,0,79870,97833,21/12/2020 13:09:59,
71.30656,4.556218,6.358448,20.78615,228.9753,-1.483972E-06,79870,97833,21/12/2020 13:09:59,
70.67549,3.982685,5.809282,20.84073,228.7698,-1.256123E-06,79870,97833,21/12/2020 13:09:59,
69.84111,3.945568,5.083118,20.73637,228.0827,4.564563E-07,79870,97833,21/12/2020 13:10:00,
69.17355,4.516253,4.495432,20.71596,228.059,3.422961E-07,79870,97833,21/12/2020 13:10:00,
68.57848,5.276254,3.960734,20.71107,228.058,-5.70475E-07,79870,97833,21/12/2020 13:10:00,
67.86442,5.900254,3.31909,20.70932,228.0579,0,79870,97833,21/12/2020 13:10:00,
67.03134,6.092254,2.570505,20.68082,228.1079,-1.939228E-06,79870,97833,21/12/2020 13:10:00,
66.19595,5.812254,1.824506,20.1017,228.6055,-9.091557E-07,79870,97833,21/12/2020 13:10:00,
65.47171,5.260254,1.194371,18.87531,229.3058,-2.255737E-07,79870,97833,21/12/2020 13:10:00,
64.86449,4.580254,0.673519,18.17684,229.4294,-3.36981E-07,79870,97833,21/12/2020 13:10:00,
64.25633,3.700254,0.1537677,17.78494,229.5506,7.845456E-07,79870,97833,21/12/2020 13:10:01,
63.76861,2.852254,-0.2606266,17.09406,229.8596,-2.233084E-07,79870,97833,21/12/2020 13:10:01,
63.277,1.876255,-0.6703968,14.67125,230.665,-8.825492E-07,79870,97833,21/12/2020 13:10:01,
62.78055,0.7722552,-1.074294,11.35166,231.3266,-9.252341E-07,79870,97833,21/12/2020 13:10:01,
62.00883,0.3593295,-1.683566,4.78663,232.2444,1.33869E-07,79870,97833,21/12/2020 13:10:01,
61.18557,0.3850902,-2.331243,4.353705,232.2467,-1.605458E-07,79870,97833,21/12/2020 13:10:01,
60.37708,0.3792728,-2.965698,4.220957,232.2468,4.012948E-08,79870,97833,21/12/2020 13:10:01,
59.53007,0.3181618,-3.628236,4.202599,232.2468,1.872665E-07,79870,97833,21/12/2020 13:10:02,
58.66779,0.2204342,-4.294065,4.200764,232.2468,-4.146606E-07,79870,97833,21/12/2020 13:10:02,
57.83093,0.1714298,-4.942159,4.200471,232.2468,2.273944E-07,79870,97833,21/12/2020 13:10:02,
56.98769,0.2376103,-5.578755,4.200411,232.2468,-3.74532E-07,79870,97833,21/12/2020 13:10:02,
55.9731,0.342046,-5.782498,4.375451,231.3046,8.027523E-08,79870,97833,21/12/2020 13:10:02,
55.13815,0.2657936,-6.416656,4.711314,230.6899,2.944797E-07,79870,97833,21/12/2020 13:10:02,
54.31839,0.1556379,-7.078481,4.84658,229.9581,-3.213139E-07,79870,97833,21/12/2020 13:10:02,
53.51582,0.1739799,-7.76321,4.915068,229.8764,8.033668E-08,79870,97833,21/12/2020 13:10:03,
52.73186,0.2862315,-8.457303,4.929432,229.776,-3.481332E-07,79870,97833,21/12/2020 13:10:03,
51.95874,0.405867,-9.147876,4.932456,229.7496,-1.33898E-07,79870,97833,21/12/2020 13:10:03,
51.15219,0.4461882,-9.836979,4.933084,229.7489,2.677962E-07,79870,97833,21/12/2020 13:10:03,
50.33979,0.4383109,-10.52316,4.933218,229.1829,2.677963E-08,79870,97833,21/12/2020 13:10:03,
49.54771,0.354128,-11.22017,4.616751,227.0895,5.353454E-08,79870,97833,21/12/2020 13:10:03,
48.7868,0.2399914,-11.93694,4.572283,221.7171,2.141248E-07,79870,97833,21/12/2020 13:10:03,
48.10204,0.2250494,-12.7375,4.706807,219.7888,-5.354141E-08,79870,97833,21/12/2020 13:10:03,
47.43453,0.306294,-13.55959,4.735044,219.1923,-1.070872E-07,79870,97833,21/12/2020 13:10:04,
46.7851,0.4359742,-14.38433,4.740972,218.4436,-5.354405E-08,79870,97833,21/12/2020 13:10:04,
46.16509,0.6142749,-15.1774,4.742274,218.4172,-3.212649E-07,79870,97833,21/12/2020 13:10:04,
45.1053,0.6247429,-15.43492,4.742531,212.5785,-1.070884E-07,79870,97833,21/12/2020 13:10:04,
45.68343,0.714586,-16.24852,33.69007,36.08324,0,79870,97833,21/12/2020 13:10:06,
46.67002,0.6010535,-16.12026,33.69007,37.53063,2.565271E-06,79870,97833,21/12/2020 13:10:06,
47.74752,0.377672,-16.13466,31.28187,320.8985,1.998012E-06,79870,97833,21/12/2020 13:10:08,
48.76168,0.2898394,-16.05256,31.07872,294.2216,-1.993729E-06,79870,97833,21/12/2020 13:10:08,
49.70945,0.2175922,-15.60678,30.06221,255.997,1.972944E-06,79870,97833,21/12/2020 13:10:08,
50.66762,0.2399561,-15.93517,29.10743,247.8289,-7.328871E-07,79870,97833,21/12/2020 13:10:08,
50.9311,0.3255241,-16.91231,28.88822,249.1575,9.751129E-07,79870,97833,21/12/2020 13:10:08,
50.26172,0.3871987,-17.68237,28.34282,256.2817,9.700619E-07,79870,97833,21/12/2020 13:10:08,
49.25232,0.4006909,-17.42712,27.41238,259.7747,0,79870,97833,21/12/2020 13:10:09,
48.34706,0.3906265,-16.89576,26.90034,261.1416,-1.914731E-06,79870,97833,21/12/2020 13:10:09,
47.33003,0.4711332,-17.15072,25.16431,213.7122,-1.886601E-06,79870,97833,21/12/2020 13:10:10,
46.31079,0.6159222,-17.38063,24.97296,207.9874,0,79870,97833,21/12/2020 13:10:10,
45.61978,0.6297107,-18.12349,24.15145,200.3922,0,79870,97833,21/12/2020 13:10:10,
45.25008,0.5107296,-19.09919,23.90173,200.2276,-1.40079E-06,79870,97833,21/12/2020 13:10:10,
44.88907,0.3680341,-20.06986,22.77498,197.6936,-4.629847E-07,79870,97833,21/12/2020 13:10:10,
44.64348,0.3865365,-21.10276,21.49379,186.1684,-9.175848E-07,79870,97833,21/12/2020 13:10:10,
45.12569,0.3479531,-22.00332,18.95768,159.4455,-9.027393E-07,79870,97833,21/12/2020 13:10:10,
46.14122,0.3122774,-22.2547,15.64385,137.0798,-1.773234E-06,79870,97833,21/12/2020 13:10:11,
47.19274,0.2983249,-22.2431,12.83242,124.4116,4.378219E-07,79870,97833,21/12/2020 13:10:11,
48.0822,0.1863761,-22.75064,12.02934,123.6487,1.745885E-06,79870,97833,21/12/2020 13:10:11,
48.96926,0.1408931,-23.33577,11.86165,123.6273,-8.724022E-07,79870,97833,21/12/2020 13:10:11,
49.84142,0.1265403,-23.94041,11.75882,123.7355,0,79870,97833,21/12/2020 13:10:11,
50.21482,0.1130536,-24.90658,11.69535,123.7512,8.718742E-07,79870,97833,21/12/2020 13:10:11,
50.54704,0.08193594,-25.91786,11.67855,119.8838,8.718215E-07,79870,97833,21/12/2020 13:10:12,
51.1339,0.6193676,-26.5282,11.99787,111.6134,1.745681E-06,79870,97833,21/12/2020 13:10:12,
51.45941,0.8797745,-27.44314,14.34646,94.48287,8.812555E-07,79870,97833,21/12/2020 13:10:12,
51.9612,1.281209,-28.3292,16.2733,91.12026,-2.223517E-06,79870,97833,21/12/2020 13:10:12,
52.69241,1.866178,-28.83778,19.98997,92.92307,-1.362763E-06,79870,97833,21/12/2020 13:10:12,
53.52516,2.532377,-28.93266,21.88923,94.65685,9.201075E-07,79870,97833,21/12/2020 13:10:13,
54.35473,3.196034,-29.04428,22.17122,94.7023,2.304854E-06,79870,97833,21/12/2020 13:10:13,
55.17924,3.855646,-29.15834,22.53476,95.49556,4.621752E-07,79870,97833,21/12/2020 13:10:13,
56.19108,4,-28.76301,23.93999,97.04964,-9.341364E-07,79870,97833,21/12/2020 13:10:13,
57.20786,4,-28.64705,27.14647,124.3791,0,79870,97833,21/12/2020 13:10:13,
57.87155,4,-29.42215,28.80095,137.5506,2.922885E-06,79870,97833,21/12/2020 13:10:13,
57.85757,3.982685,-30.47582,29.16127,137.9659,0,79870,97833,21/12/2020 13:10:14,
58.32283,3.982685,-31.39716,29.21282,140.3476,0,79870,97833,21/12/2020 13:10:14,
58.87077,3.982686,-32.32027,28.10405,157.1658,2.903684E-06,79870,97833,21/12/2020 13:10:14,
59.00766,3.982685,-33.36499,26.52193,160.3749,1.908378E-06,79870,97833,21/12/2020 13:10:15,
58.38214,3.982686,-34.22402,25.83946,177.4867,9.486176E-07,79870,97833,21/12/2020 13:10:15,
57.98576,3.982686,-35.18141,25.8146,177.6197,-9.484183E-07,79870,97833,21/12/2020 13:10:16,
58.03139,3.982686,-36.27926,25.81458,177.6197,0,79870,97833,21/12/2020 13:10:16,
58.07559,3.982686,-37.34268,25.81458,177.6197,0,79870,97833,21/12/2020 13:10:16,
58.1178,3.982686,-38.358,25.81458,177.6197,0,79870,97833,21/12/2020 13:10:16,
57.233,3.982685,-38.90065,32.58405,6.121858,-1.013258E-06,79870,97833,21/12/2020 13:10:17,
58.02028,3.982686,-38.27213,32.18151,20.03029,0,79870,97833,21/12/2020 13:10:18,
58.38178,3.982686,-37.28053,32.18083,20.03032,1.008746E-06,79870,97833,21/12/2020 13:10:18,
58.43464,3.982686,-36.25018,32.2228,19.9503,1.009211E-06,79870,97833,21/12/2020 13:10:18,
58.18663,3.982686,-35.23906,32.83379,19.76324,1.016099E-06,79870,97833,21/12/2020 13:10:19,
58.53277,3.982686,-34.2366,32.9728,19.75795,0,79870,97833,21/12/2020 13:10:19,
58.88021,3.982686,-33.23943,32.94142,17.46197,1.017333E-06,79870,97833,21/12/2020 13:10:19,
58.87582,3.982686,-32.21312,33.69007,14.7909,0,79870,97833,21/12/2020 13:10:19,
58.95952,3.982686,-31.17162,33.69009,14.96211,1.026109E-06,79870,97833,21/12/2020 13:10:19,
59.17214,3.982686,-30.13569,33.69007,14.99233,-1.026108E-06,79870,97833,21/12/2020 13:10:19,
58.80584,3.46748,-29.295,33.69007,15.48882,0,79870,97833,21/12/2020 13:10:19,
58.46517,2.66748,-28.57468,33.69007,17.387,1.026108E-06,79870,97833,21/12/2020 13:10:19,
58.44934,1.88348,-27.94557,33.69007,22.82682,0,79870,97833,21/12/2020 13:10:20,
58.75183,0.97148,-27.38438,35.47152,24.09631,-1.048341E-06,79870,97833,21/12/2020 13:10:20,
59.49028,0.9108148,-26.63248,37.18378,78.54046,-3.214908E-06,79870,97833,21/12/2020 13:10:20,
60.2675,1.14356,-25.92488,32.62472,93.08664,2.027436E-06,79870,97833,21/12/2020 13:10:20,
60.97713,0.9673249,-25.18665,30.16448,104.2431,0,79870,97833,21/12/2020 13:10:20,
61.82318,0.8185217,-24.58972,28.59849,109.6723,9.724121E-07,79870,97833,21/12/2020 13:10:20,
62.70953,0.9340612,-25.12847,26.53124,118.1967,9.542666E-07,79870,97833,21/12/2020 13:10:21,
63.01722,1.06894,-26.103,26.46804,118.0549,9.537418E-07,79870,97833,21/12/2020 13:10:21,
63.99235,0.9430426,-26.38575,23.40069,75.05876,9.302902E-07,79870,97833,21/12/2020 13:10:22,
64.58685,0.4187,-27.04914,22.24452,92.82086,2.76727E-06,79870,97833,21/12/2020 13:10:23,
65.59487,0.3450181,-27.14615,19.56415,91.1246,9.060844E-07,79870,97833,21/12/2020 13:10:23,
66.68616,0.3095585,-27.07252,18.9451,77.5877,0,79870,97833,21/12/2020 13:10:24,
66.84956,0.3540798,-26.03599,18.25669,43.98112,6.742713E-07,79870,97833,21/12/2020 13:10:24,
66.84991,0.3011403,-25.00555,18.21669,38.78584,-1.348232E-06,79870,97833,21/12/2020 13:10:24,
66.24504,0.5295067,-24.12378,15.5433,283.1039,-4.430914E-07,79870,97833,21/12/2020 13:10:25,
65.26311,0.6717464,-23.94909,15.08403,282.0583,-1.32636E-06,79870,97833,21/12/2020 13:10:25,
64.24482,0.6449132,-23.81177,15.00819,274.3809,-1.767851E-06,79870,97833,21/12/2020 13:10:26,
