PosX,PosY,PosZ,Enemy,SessionID,PlayerID,DateTime,
28.32837,0.3585864,12.5969,2,79870,96069,21/12/2020 13:41:07,
56.49601,4,-28.41936,1,79870,96069,21/12/2020 13:43:05,
