Time,SessionID,PlayerID,DateTime,
117.8,79870,97833,21/12/2020 13:10:30,
154,79870,69528,21/12/2020 13:13:53,
155.8,79870,69528,21/12/2020 13:13:55,
157.48,79870,69528,21/12/2020 13:13:57,
