Time,PlayerID,DateTime,
174.3,34502,21/12/2020 0:04:28,
178.02,34502,21/12/2020 0:04:31,
202.42,80445,21/12/2020 0:22:53,
206,80445,21/12/2020 0:22:57,
210.64,80445,21/12/2020 0:23:01,
187.88,62638,21/12/2020 0:31:12,
77.08,31512,21/12/2020 0:34:07,
