PosX,PosY,PosZ,Fall Type,PlayerID,DateTime,
15.3781,-0.9295449,4.156475,2,34502,21/12/2020 0:01:45,
15.3781,-0.9535449,4.156475,1,34502,21/12/2020 0:01:45,
64.82782,-1.301311,-35.00335,1,34502,21/12/2020 0:03:45,
-27.1664,0.01651824,-34.01096,2,62638,21/12/2020 0:28:11,
56.75301,-1.110284,28.56459,2,62638,21/12/2020 0:29:44,
86.85842,0.2843157,5.774575,2,62638,21/12/2020 0:30:07,
86.4464,0.2843157,6.306405,2,62638,21/12/2020 0:30:18,
